,Unnamed: 0,Rating,Review Title,Review Body,Label,Combined,Sentiment
67,67,,Fabulous!,Awesome displayNeat camera qualityBest battery performanceWorth for 15K,0,fabul awesom displayneat camera qualitybest batteri performanceworth k,positive
68,68,,Terrific purchase,Awesome purchase 😎,0,terrif purchas awesom purchas,positive
69,69,,Just wow!,Gets heated up,0,wow get heat,negative
70,70,,Great product,Good phone at this price range,0,great product good ph price rang,positive
71,71,,Wonderful,Very Nice product. I'm fully satisfied with this product.,0,wonder nice product im fulli satisfi product,positive
72,72,,Must buy!,Photography osom display mind blowing,0,must buy photographi osom display mind blow,negative
73,73,,Best in the market!,Very good phone from samsung display is awesome,0,best market good ph samsung display awesom,positive
74,74,,Worth every penny,M34 5g vs f34 5g both same. Go for Samsung f34 5g ........If you buy from flipcart.....I really tell its amazing mobile....I really love it.......,0,worth everi penni g vs f g go samsung f g buy flipcarti realli tell amaz mobilei realli love,positive
75,75,,Pretty good,Display: 👌OS/UI experience: 👌Connectivity 👍Battery Backup 👍Sound Experience 🥱Performance 🥱Camera 👎Overall 4/5 for this budget.,0,pretti good display osui experi connect batteri backup sound experi perform camera overal budget,positive
76,76,,Delightful,Best phone in this price range 👍,0,delight best ph price rang,positive
77,77,,Value-for-money,1. Great Display2. Good Camera3. Battery backup last 1 day4. Performance is very good.5. Value for money.,0,valueformi great display good camera batteri backup last day perform good valu,positive
78,78,,Best in the market!,Brilliant phone with all the specifications in a medium budget definitely a go ahead without any doubt.,0,best market brilliant ph specif medium budget definit go ahead without doubt,positive
79,79,,Just okay,handset is goo but camera not good....,0,okay handset goo camera good,positive
80,80,,Delightful,Great. 👍🏻,0,delight great,positive
81,81,,Terrific,"The build quality  is good and camera is excellent Totall recommend  this at 13k budget go for it, the minus point is they don't  provide charging adapter and you need to spend extra 1k for it",0,terrif build qualiti good camera excel total recommend k budget go minus point dont provid charg adapt need spend extra k,positive
82,82,,Brilliant,It's very good product camera is very good with ois,0,brilliant good product camera good oi,positive
83,83,,Waste of money!,Waste of money....Battery is not good take more than 2 hours in full charge and battery backup is also not good. Charging with sumsung recommended charger.Not happy with the product.,0,wast wast mybatteri good take hour full charg batteri backup also good charg sumsung recommend chargernot happi product,positive
84,84,,Perfect product!,Ossum unbelievable,0,perfect product ossum unbeliev,positive
85,85,,Worth every penny,"Great Display, Good battery Backup....Good phone with this price...",0,worth everi penni great display good batteri backupgood ph price,positive
86,86,,Super!,The phone is awesome and has excellent camera and video features. Only disadvantage is the adapter/charger is not provided and has to be bought separately.,0,super ph awesom excel camera video featur disadvantag adaptercharg provid bought separ,negative
87,87,,Good,Camera quality is good .👌,0,good camera qualiti good,positive
88,88,,Nice,The product is good.Just heats and the phone is always  warm. Absolutely bad for gaming cause its skips frame and lag quite a bit .But it can be a  good choice of phone  to  be gifted for  parents and for use of social media apps.,0,nice product goodjust heat ph alway warm absolut bad game caus skip frame lag quit bit good choic ph gift parent use social media app,negative
89,89,,Nice,Good option and reccomented considering the price 👍Pros :1. Display is awesome2. Software is promising and smooth3. Camera is also pretty goodAvarage :1. Battery backup is avarage as per 6000 mAH2. Back panel is glossy easily scrachable3. The performance is decent tooCons :1. This phone has a hitting issue can be solved. with software update,0,nice good option reccoment consid price pros display awesom softwar promis smooth camera also pretti goodavarag batteri backup avarag per mah back panel glossi easili scrachabl perform decent toocon ph hit issu solv softwar updat,positive
90,90,,Does the job,"Software problem,  you need to improve the network  signal and this Samsung galaxy f34 phone can't load of 80 application, it's going to hang out, not good for heavy work application user.",0,job softwar problem need improv network signal samsung galaxi f ph cant load applic go hang good heavi work applic user,positive
91,91,,Good,Good but battery is no longer time,0,good good batteri longer time,positive
92,92,,Does the job,"Samsung is preferred because of security ,  display and battery backupBut this mobile has terrible battery backup. I am disappointed with battery backup option. Instead of this model . I would have purchased cheaper model. 5 g is draining battery even quicker . I think for first time samsung mobile needs power bank",0,job samsung prefer secur display batteri backupbut mobil terribl batteri backup disappoint batteri backup option instead model would purchas cheaper model g drain batteri even quicker think first time samsung mobil need power bank,negative
93,93,,Nice,"Heating issue, and it looks like battery is draining fast.Samsung! Please fix it in your patches",0,nice heat issu look like batteri drain fastsamsung pleas fix patch,positive
94,94,,Awesome,Super 👍,0,awesom super,negative
