,Unnamed: 0,Rating,Review Title,Review Body,Label,Combined,Sentiment
17,17,,Must buy!,I also review after use 3 month. Such a all is best build quality and performance are great sound is very nice picture quality ousom in this price range. samsung brand is my favorite 😍 I also use samsung smart phone from 3 years...so led is looking beautiful and look like a legendary in Off mode 😍... no any doubt please give for it....✌🤗,0,must buy also review use month best build qualiti perform great sound nice pictur qualiti ousom price rang samsung brand favorit also use samsung smart ph yearsso led look beauti look like legendari mode doubt pleas give,positive
18,18,,Just wow!,osm,0,wow osm,negative
19,19,,Good choice,"Awesome tv in this price range.please note no Bluetooth and table stand .in case u want table stand then ask installation guy for it. U will get either stand or wall mount.Picture quality is great , sound is also good . Samsung TV plus is good addition.",0,good choic awesom tv price rangepleas note bluetooth tabl stand case u want tabl stand ask instal guy u get either stand wall mountpictur qualiti great sound also good samsung tv plus good addit,positive
20,20,,Just wow!,Great picture quality overall awesome tvSamsung best,0,wow great pictur qualiti overal awesom tvsamsung best,positive
21,21,,Brilliant,Very Good Picture Quality with a decent sound system. You can surely go for this product in this price range. Good delivery by Flipkart.,0,brilliant good pictur qualiti decent sound system sure go product price rang good deliveri flipkart,positive
22,22,,Awesome,Picture and sound quility Super. Awesome Samsung. ExpirenceIs Amazing. Thankyou Flipkart.,0,awesom pictur sound quiliti super awesom samsung expirencei amaz thankyou flipkart,positive
23,23,,Pretty good,When u receive it first thing u do.. just update the tv software.. Change the Sound preferences to amplify..For good picture quality u have to subscribe first HD channels on ur dish..or HD files input required..Normal tv channels burst on screen ..Wireless connectivity is awesome..Power consumption is a bit high as it's rated 2/5.,0,pretti good u receiv first thing u updat tv softwar chang sound prefer amplifyfor good pictur qualiti u subscrib first hd channel ur dishor hd file input requirednorm tv channel burst screen wireless connect awesomepow consumpt bit high rate,positive
24,24,,Great product,Awesome ...no one comparison to this one..I am totally impressed...thanku.samsung..  to make.. this type of television... Nice .. buy...it. don't think... About  to purchase to... Samsung... Nice... I will provide ..5 out 5....,0,great product awesom comparison total impressedthankusamsung make type televis nice buyit dont think purchas samsung nice provid,positive
25,25,,Fabulous!,Nice product from Samsung this my 2nd led tv it's awesome,0,fabul nice product samsung nd led tv awesom,positive
26,26,,Mind-blowing purchase,"I was in hurry to buy and I don't find any Bette deal like this. Samsung has trusted customer value so, I go for it. Actually there are so many options but price difference of 1k to 2k I don't want to take chance for chinese brand. So I opted for this and satisfied. My kid love it and it's compact size fits in my bedroom easily.",0,mindblow purchas hurri buy dont find bett deal like samsung trust custom valu go actual mani option price differ k k dont want take chanc chines brand opt satisfi kid love compact size fit bedroom easili,positive
27,27,,Mind-blowing purchase,I am using this tv from 6 months....picture quality and sound quality is awsm...screen mirrior work perfectly....I use screen mirrior for watching movie and listining music...very nice sound quality...I love this tv,0,mindblow purchas use tv monthspictur qualiti sound qualiti awsmscreen mirrior work perfectlyi use screen mirrior watch movi listin musicveri nice sound qualityi love tv,positive
28,28,,Brilliant,I am satisfied..Picture quality is awesome 😻😎Sound quality is good 🙂Installation work very fastFlipkart service very good 🙂👍Thank u Flipkart 👏,0,brilliant satisfiedpictur qualiti awesom sound qualiti good instal work fastflipkart servic good thank u flipkart,positive
29,29,,Delightful,Very good 👍 tv,0,delight good tv,positive
30,30,,Delightful,"overall is good compare to price, pictures quality is good but not hd intertnet options are also good it affordable and good",0,delight overal good compar price pictur qualiti good hd intertnet option also good afford good,positive
31,31,,Brilliant,Nice one at this price good Samsung 🙏🙏🙏🙏My first Samsung led tv 📺 Befor I always use lg but this time Samsung I’m happy with Samsung led tv great job by Samsung and the Flipkart Thank you 🙏 Flipkart to deliver in this lockdown also little bit late but great work by Flipkart Good luck 😉,0,brilliant nice price good samsung first samsung led tv befor alway use lg time samsung im happi samsung led tv great job samsung flipkart thank flipkart deliv lockdown also littl bit late great work flipkart good luck,positive
32,32,,Value-for-money,Nice smart tv for samsung with this price and installation also very fast within 24 hour's. Thnk u😊😊,0,valueformi nice smart tv samsung price instal also fast within hour thnk u,positive
33,33,,Worth the money,"Go for it Nice 32 inch tv by our old trusted brand SamsungSamsung make TV's from CRT edition to now QLEDAnd then Samsung service any where by their experts was goodOn last I want to say if any one want to buy tv remember this points:*Go for a trusted brand who gave good after sale service  because this was a tv not a mobile which we donot change after 2 or 3 years.*Check ratings from inside like picture, sound, connectivity.*Check online reviews ,video etc",0,worth go nice inch tv old trust brand samsungsamsung make tvs crt edit qledand samsung servic expert goodon last want say want buy tv rememb pointsgo trust brand gave good sale servic tv mobil donot chang yearscheck rate insid like pictur sound connectivitycheck onlin review video etc,positive
34,34,,Must buy!,Good,0,must buy good,positive
35,35,,Worth every penny,Really awesome tv best quality very good sound... Just go for it guys bcz its very bettet than mi TV.  Very low prize best quality tv great and tqq flipkart,0,worth everi penni realli awesom tv best qualiti good sound go guy bcz bettet mi tv low prize best qualiti tv great tqq flipkart,positive
36,36,,Wonderful,Excellent,0,wonder excel,negative
37,37,,Wonderful,"Sound quality not good , picture quality good ,  as this price very very good.",0,wonder sound qualiti good pictur qualiti good price good,positive
38,38,,Terrific,Good tv in this price. sound quality is also good 👍👍,0,terrif good tv price sound qualiti also good,positive
39,39,,Just wow!,"Very nice samsung LED TV , good quality 💖. Best sound quality.❤️Quick mobile support  and  good quality 😍Samsung sarvice is very good 😊. My choice five of one Always Samsung 😊💖❤️",0,wow nice samsung led tv good qualiti best sound qualityquick mobil support good qualiti samsung sarvic good choic five alway samsung,positive
40,40,,Excellent,Very good product also great service from Samsung. I am writing this after 15 days usage. It's a quality product and mirror playing and other connectivity is scoring good number.,0,excel good product also great servic samsung write day usag qualiti product mirror play connect score good number,positive
41,41,,Mind-blowing purchase,Awsm... value for money...good product....fast delivery...and services are fantastic.... thanks flipkart...❤️🤘,0,mindblow purchas awsm valu mygood productfast deliveryand servic fantast thank flipkart,positive
42,42,,Fabulous!,"After watching 3-4 days on this led tv.. I found it good worth of money.. Picture quality is awesome and clear.. Sound is good and not need to connect any other speaker because the output of the TV speakers is enough to enjoy a loud sound experience. Connectivity options are good and quick.. Overall I will recommended it to buy  over Mi, realme and other similar brands..",0,fabul watch day led tv found good worth pictur qualiti awesom clear sound good need connect speaker output tv speaker enough enjoy loud sound experi connect option good quick overal recommend buy mi realm similar brand,positive
43,43,,Excellent,🥰🥰happy,0,excel happi,negative
44,44,,Best in the market!,Very good TVSound and picture quality is bestConnectivity is goodGood service of flipkart,0,best market good tvsound pictur qualiti bestconnect goodgood servic flipkart,positive
45,45,,Perfect product!,It is very nice 😘😘and good colitis 🎆🎇🎆🎉🎊📺📺📺,0,perfect product nice good coliti,positive
46,46,,Good quality product,"Awesome smart tv at this price sound quality and picture is super, connectivity also excellent it have all the smart tv apps just go for it, Best smart tv at this value.And filpkart packing is very good , thank you filpkart for your services.",0,good qualiti product awesom smart tv price sound qualiti pictur super connect also excel smart tv app go best smart tv valueand filpkart pack good thank filpkart servic,positive
47,47,,Very Good,"This is an initial impression. { just 2 days}Delivered before date, and installation done within 3 hrs which is very impressive.Pros1. Value for money2. Useful apps are pre-loaded3. Connectivity is good4. Picture quality is goodCons1. Table stand / walk mount not included in the box. But you have an option to select at the time of installation. Ideally we should get both, but you will get either. { DO NOT PAY ANYTHING FOR TABLE STAND OR WALL MOUNT, ITS FREE FROM SAMSUNG}2. Sound is...",0,good initi impress daysdeliv date instal within hrs impressivepro valu use app preload connect good pictur qualiti goodcon tabl stand walk mount includ box option select time instal ideal get get either pay anyth tabl stand wall mount free samsung sound,positive
48,48,,Wonderful,Good,0,wonder good,positive
49,49,,Good choice,Most amazing tv at amazing price. Right from placing the order to getting installation done everything was smooth. I would like to recommend this tv to everyone.,0,good choic amaz tv amaz price right place order get instal everyth smooth would like recommend tv everi,positive
50,50,,Classy product,Nice TV at this price rang,0,classi product nice tv price rang,positive
51,51,,Value-for-money,Good,0,valueformi good,positive
52,52,,Simply awesome,All should buy this amazing product thanku flipkart 🥰🥰🏆,0,simpli awesom buy amaz product thanku flipkart,positive
53,53,,Worth the money,Go through It !,0,worth go,negative
54,54,,Mind-blowing purchase,Connecting with pc is best ...... Netflix working very better and sound quality is also best .Hd support is very best .....1080 p with youtube is awesomeInstallation done in 2 days,0,mindblow purchas connect pc best netflix work better sound qualiti also best hd support best p youtub awesomeinstal day,positive
55,55,,Perfect product!,Nice product,0,perfect product nice product,positive
56,56,,Wonderful,"Samsung 32 inch smart tv is a good one to buy. Picture quality is very nice. When you are running via internet, bandwidth is the main priority. High bandwidth you can watch best picture. But i am dissatisfied with the sound. Although it has 20watt rms speakers, but sound is average. Bluetooth is unavailable in this model. I think in low budget its the best tv to buy.",0,wonder samsung inch smart tv good buy pictur qualiti nice run via internet bandwidth main prioriti high bandwidth watch best pictur dissatisfi sound although watt rms speaker sound averag bluetooth unavail model think low budget best tv buy,positive
57,57,,Awesome,Just outstanding performance.... Thanks flipkart. This product is very chif and just wow,0,awesom outstand perform thank flipkart product chif wow,positive
58,58,,Highly recommended,Nice LED Smart For Best,0,high recommend nice led smart best,positive
59,59,,Perfect product!,"Very good Tv, Nice picture quality but sound quality not good but overall good....Thank you Flipkart for fast delivery and installation, I'm satisfied for this 🙏👍",0,perfect product good tv nice pictur qualiti sound qualiti good overal goodthank flipkart fast deliveri instal im satisfi,positive
60,60,,Wonderful,Samsung HD led TV nice,0,wonder samsung hd led tv nice,positive
61,61,,Highly recommended,"Wow!!! I am very surprised about it. It is very awesome and nice picture quality and like of Full HD but it is HD. It is Ultra HD + HDR, Deep Colour (True beautiful Colour) I am extremely happy and mind blowing. Thank Flipkart Service. I already giving rating of 5/5 🔥.Picture/Sound/Connect or all are rating of 5/5 🔥🔥🔥",0,high recommend wow surpris awesom nice pictur qualiti like full hd hd ultra hd hdr deep colour true beauti colour extrem happi mind blow thank flipkart servic alreadi give rate picturesoundconnect rate,positive
62,62,,Wonderful,Awesome product by samsung.But installation process is slow this time.,0,wonder awesom product samsungbut instal process slow time,negative
63,63,,Worth every penny,"No laging, Sound quality is better than  others (in 20 w group),picture quality is good but not satisfied ,Value for money,in this price range this tv is better than other  Chinese brand like MI,realme ,one plus and  extras....!I give 4.2 stars.",0,worth everi penni lage sound qualiti better other w grouppictur qualiti good satisfi valu myin price rang tv better chines brand like mirealm plus extrasi give star,positive
64,64,,Great product,"Amazing product,i,am happy ????",0,great product amaz productiam happi,positive
65,65,,Terrific,Good,0,terrif good,positive
66,66,,Great product,Super,0,great product super,positive
67,67,,Good quality product,Very nice product 😊👍Fastest delivery 🚚Installation and demo done by very next day 👍👍,0,good qualiti product nice product fastest deliveri instal demo next day,positive
68,68,,Simply awesome,"Bazel less slim ,samsung is master of good disply  picture quality is really excellent, connectivity is also good .Really satisfied with the purchase also quick delivery by flipkart delivery partner.",0,simpli awesom bazel less slim samsung master good displi pictur qualiti realli excel connect also good realli satisfi purchas also quick deliveri flipkart deliveri partner,positive
69,69,,Terrific,Fabulous product 😘😘There is some delay  on product delivery...Overall the product is good and product quality is also good product delivery in good condition ...Fully satisfied with this product...Value of money....Thanks to flipkart😘✌️,0,terrif fabul product delay product deliveryoveral product good product qualiti also good product deliveri good condit fulli satisfi productvalu mythank flipkart,positive
70,70,,Pretty good,It is good product in reasonable price.,0,pretti good good product reason price,positive
71,71,,Good quality product,Sound quality is good. Display is super. They always maintain the quality. Value for money. As speaker given in bottom it is suitable for wall mounting only,0,good qualiti product sound qualiti good display super alway maintain qualiti valu speaker given bottom suitabl wall mount,positive
72,72,,Delightful,Nice tv,0,delight nice tv,positive
73,73,,Terrific,Amazing picture quality and superb connectivity.. sound good as well.. one flause I found is it does not have bluetooth.. sadly? overall good value for money...,0,terrif amaz pictur qualiti superb connect sound good well flaus found bluetooth sad overal good valu,negative
74,74,,Best in the market!,Picture quality so good...must buy...just go for it 🤗,0,best market pictur qualiti goodmust buyjust go,positive
75,75,,Classy product,Verry good smart TV with this range.installation person come on given time but tv delivery is 3 days late on given time.overall tv is very good,0,classi product verri good smart tv rangeinstal person come given time tv deliveri day late given timeoveral tv good,positive
76,76,,Fabulous!,Nyc product,0,fabul nyc product,negative
77,77,,Worth every penny,Good pictures quality and good 👍sound quality...,0,worth everi penni good pictur qualiti good sound qualiti,positive
78,78,,Wonderful,Nice 👍,0,wonder nice,positive
79,79,,Highly recommended,Good 👍,0,high recommend good,positive
80,80,,Simply awesome,Very very good product good picture Colette,0,simpli awesom good product good pictur colett,positive
81,81,,Wonderful,"Picture quality awesome, sound quality very good. Don't purchase other brand. Samsung is best choice.",0,wonder pictur qualiti awesom sound qualiti good dont purchas brand samsung best choic,positive
82,82,,Excellent,Nice and awesome thank Flipkart for such a great deal thank u Samsung,0,excel nice awesom thank flipkart great deal thank u samsung,positive
83,83,,Classy product,Awesome product from samsung and negative is  less no of ports,0,classi product awesom product samsung negat less port,negative
84,84,,Pretty good,Worth,0,pretti good worth,positive
85,85,,Delightful,Looking nice. Writing this review after 3 days of buying. I have not connected wireless keyboard and mouse yet.,0,delight look nice write review day buy connect wireless keyboard mous yet,positive
86,86,,Simply awesome,Nice experience....value for money!!,0,simpli awesom nice experiencevalu,positive
87,87,,Wonderful,Fully Satisfied this Tv,0,wonder fulli satisfi tv,negative
88,88,,Perfect product!,Super design,0,perfect product super design,positive
89,89,,Awesome,Great Quality And Superfast Installation Service from Samsung,0,awesom great qualiti superfast instal servic samsung,positive
