,Unnamed: 0,Rating,Review Title,Review Body,Label,Combined,Sentiment
53,53,,Perfect product!,Feels amazing to use it switching from android to ios a totally new interface but the processor is top notch battery is long lasting display is amazing and sound too. Camera of the phone is just next level with the clarity and specially the videography is cinematic mode is just mind blowing. Really impressed with iphone 14 plus,0,perfect product feel amaz use switch android io total new interfac processor top notch batteri long last display amaz sound camera ph next level clariti special videographi cinemat mode mind blow realli impress iph plus,positive
54,54,,Excellent,"Best iPhone yet.Coming from regular 13 (6.1 inches), I noticed some significant upgrade. It took me 10 days to fully get used to this new size which is not heavy. And now this plus feels so normal & actually perfect size for me 😄. For those wanting to try new stuff with iPhone, just get this size and its weight easily compensates for its large size (if that ever becomes an issue )Display : More vibrant with better Dynamic range than iPhone 13 (noticed this very quickly),ProMotion (I tried ...",0,excel best iph yetcom regular inch notic signific upgrad took day fulli get use new size heavi plus feel normal actual perfect size want tri new stuff iph get size weight easili compens larg size ever becom issu display vibrant better dynam rang iph notic quicklypromot tri,positive
55,55,,Worth every penny,"Amazing purchase from Flipkart! Fresh iPhone 14 plus. Excellent and genuine product. Worth every penny. I recommend you folks to buy lens protector and screen guard sold separately. As we know before, we have to buy Apple Charger separately 😉",0,worth everi penni amaz purchas flipkart fresh iph plus excel genuin product worth everi penni recommend folk buy len protector screen guard sold separ know buy appl charger separ,positive
56,56,,Just wow!,"Best mobile,best camera",0,wow best mobilebest camera,positive
57,57,,Wonderful,My phone got stolen 22 days after i purchased it. It was devastating for me. I got broke seriously.. Idk why i am writing this review it was just perfect. And i miss my iphoneee soo much. It was my first iPhone after using android for so many years. My payment didn't even completed yet i have to pay to the credit card company and my phone is not with me. I wish No one ever face this situation in their life. I just want to say. Stay happy with what u have.. ❤️,0,wonder ph got stolen day purchas devast got broke serious idk write review perfect miss iphe soo much first iph use android mani year payment didnt even complet yet pay credit card compani ph wish ever face situat life want say stay happi u,negative
58,58,,Must buy!,"The iPhone 14 Plus is without a doubt the most amazing phone I've ever had the pleasure of using. From the moment I first held it in my hand, I could tell that it was a truly special device. The build quality is exceptional, with a solid feel that leaves no doubt in your mind that you're holding a premium product.One of the first things that struck me about the iPhone 14 Plus was the screen. It's absolutely gorgeous, with bright colors and stunning detail that make everything from movies to...",0,must buy iph plus without doubt amaz ph ive ever pleasur use moment first held hand could tell truli special devic build qualiti except solid feel leav doubt mind your hold premium producton first thing struck iph plus screen absolut gorgeous bright color stun detail make everyth movi,positive
59,59,,Fabulous!,I recommend totaly good product from this price it is a better product from another comprision that price range .my dream to bought this product from few years thanks Flipkart,0,fabul recommend totali good product price better product anoth compris price rang dream bought product year thank flipkart,positive
60,60,,Classy product,The best,0,classi product best,positive
61,61,,Wonderful,Just okay,0,wonder okay,negative
62,62,,Mind-blowing purchase,"This is an absolute stunner from apple. Most hyped and controversial phone of 14 series. I am amazed with the battery life of this phone coz i heard iPhone have battery drain issues but this one gives me back of more than 2 days. With last 20% it stayed alive entire day. Refresh rate may be 60 hz but higher the refresh rate more the power consumption, this is why it beat 14 pro series in battery backup. More feature in camera video and photo than 13. Its truely amazing iphone 13.5 or 14 whate...",0,mindblow purchas absolut stunner appl hype controversi ph seri amaz batteri life ph coz heard iph batteri drain issu give back day last stay aliv entir day refresh rate may hz higher refresh rate power consumpt beat pro seri batteri backup featur camera video photo trueli amaz iph whate,negative
63,63,,Terrific,"A worth it iphone , some clicked by this",0,terrif worth iph click,positive
64,64,,Worth every penny,Switched from Android to iPhone 1st time.Its really worth it....Excellent product,0,worth everi penni switch android iph st timeit realli worth itexcel product,positive
65,65,,Terrific purchase,"The phone is a beast in performance and camera is also quite good. Nothing beats it in terms of battery life. Charge it once and you have to go nuts to kill the battery in one day. Display is great. Was thinking of going for iphone 13 but the bigger screen,better battery, cinematic mode, and action mode on video just edged it.Also with the price cut this becomes all the more killer option than similar priced Android devices",0,terrif purchas ph beast perform camera also quit good noth beat term batteri life charg go nut kill batteri day display great think go iph bigger screenbett batteri cinemat mode action mode video edg italso price cut becom killer option similar price android devic,positive
66,66,,Just wow!,Gud,0,wow gud,positive
67,67,,Brilliant,"Wonderful phone, first time switching from android to iPhone, so far so good, a worth deal with exchange of 2.5 years used Oppo f15 and handy discount with HDFC credit card.",0,brilliant wonder ph first time switch android iph far good worth deal exchang year use oppo f handi discount hdfc credit card,positive
68,68,,Excellent,Very good product.,0,excel good product,positive
69,69,,Great product,🔸Powerful Processor🔸Light weight🔸Big Screen🔸Great Battery🔸Beautiful Design🔸Awesome Camera,0,great product power processorlight weightbig screengreat batterybeauti designawesom camera,positive
70,70,,Classy product,Awesome camera and design. But performance is not so good. heats up faster while gaming. 12-15 hrs backup if you use the whole day without playing games..but for gaming 3-4 hours. Overall it is good. Just a single problem of heating.,0,classi product awesom camera design perform good heat faster game hrs backup use whole day without play gamesbut game hour overal good singl problem heat,negative
71,71,,Perfect product!,iPhone 14 plus super phone 👌👌👌👌,0,perfect product iph plus super ph,positive
72,72,,Worth the money,Super I love iphone....😁😁😁,0,worth super love iph,positive
73,73,,Great product,"The Iphone 14 plus is the best deal for the money!, it has the best battery backup in iphone lineup (used for 40 days now) and has one of the best camera setup! But if you're someone who wants optical zoom or distance photography please remember that it has only 5x zoom and it has a huge display and if you really like a bigger display the go for 14plus it may take some days for one to get handy with this phone. Overall its a perfect phone the only issue i face is the heating of mobile while c...",0,great product iph plus best deal best batteri backup iph lineup use day best camera setup your want optic zoom distanc photographi pleas rememb x zoom huge display realli like bigger display go plus may take day get handi ph overal perfect ph issu face heat mobil c,positive
74,74,,Mind-blowing purchase,I am so happy 😀,0,mindblow purchas happi,positive
75,75,,Worth every penny,The camera is awesome.. battery life could have much better,0,worth everi penni camera awesom batteri life could much better,positive
76,76,,Terrific,I was using Google pixel before this device and i can tell you if this is as good camera as pixel in day light but its much better in ambient lightBigger screen gives you rich screen experienceSeamless transition among appsSo if i am able to feel better experience,0,terrif use googl pixel devic tell good camera pixel day light much better ambient lightbigg screen give rich screen experienceseamless transit among appsso abl feel better experi,positive
77,77,,Simply awesome,"Shifted from Android to Ios for the first time. Below are some observations of 2 months:1. Immediately noticed buttery smooth experience. Everything is very quick on ios. App opening, app loading, changing any settings etc. 2. Camera performance is excellent. Liked the portrait mode very much.3. Battery perfomance is excellent as well. I am getting 7-8 hrs of SOT even not charging fully. Usually I unplugs around 80%4. The shortcuts app. We can create various shortcuts for automating tasks...",0,simpli awesom shift android io first time observ month immedi notic butteri smooth experi everyth quick io app open app load chang set etc camera perform excel like portrait mode much batteri perfom excel well get hrs sot even charg fulli usual unplug around shortcut app creat various shortcut autom task,negative
78,78,,Highly recommended,Great product with large display long lasting battery 🔋 excellent camera 🤳,0,high recommend great product larg display long last batteri excel camera,positive
79,79,,Wonderful,If you want better battery life and bigger display then you can go for it blindly.My overall experience Photography- 4.0Videography - 5.0Battery- 5.0Performance- 4.5Display- 4.5,0,wonder want better batteri life bigger display go blindlymi overal experi photographi videographi batteri perform display,negative
80,80,,Highly recommended,Impressive battery 🔋 👀👀,0,high recommend impress batteri,positive
81,81,,Best in the market!,Awesome 👍👍👍 and beautiful 😍😍😍 and very nice 👍👍👍,0,best market awesom beauti nice,positive
82,82,,Good choice,1.Back camera 4.5/52.Front camera 4/53.Display 5/54.Battery 4.5/55.Performance 4/5This is my review after using 10 working days.This is my first iPhone and it is totally different from android phones genuine specifications and features unlike android phones it is very good device.If you want bigger battery for running games and live streaming go for it . Same battery capacity in iPhone 14plus and iPhone 14pro max.,0,good choic back camera front camera display batteri perform review use work daysthi first iph total differ android phs genuin specif featur unlik android phs good deviceif want bigger batteri run game live stream go batteri capac iph plus iph pro max,positive
83,83,,Really Nice,Overall a great buy.. camera is nice..,0,realli nice overal great buy camera nice,positive
84,84,,Just wow!,"Camera quality is very nice. Overall iPhone 14plus is latest version 11,12,13 so very good performance. Display size is very big otherwise 11,12,13and 14. My opinion is latest version 14 plus is awesome and very smart.",0,wow camera qualiti nice overal iph plus latest version good perform display size big otherwis opinion latest version plus awesom smart,positive
85,85,,Just wow!,Battery... performance..awesome 😎Camera...is much better than iPhone 14💫Amazing purchase from Flipkart.✨iPhone 14 plus excellent and genuine product.Overall itself..❣️ RC,0,wow batteri performanceawesom camerai much better iph amaz purchas flipkartiph plus excel genuin productoveral rc,positive
86,86,,Excellent,Awesome camera,0,excel awesom camera,negative
87,87,,Classy product,Nice,0,classi product nice,positive
88,88,,Perfect product!,"Loved this phone , no issues so far (posting review after 3 months of usage )",0,perfect product love ph issu far post review month usag,positive
89,89,,Terrific purchase,Amazing phone with lightning fast delivery by Flipkart 🤘,0,terrif purchas amaz ph lightn fast deliveri flipkart,positive
90,90,,Mind-blowing purchase,Awesome product,0,mindblow purchas awesom product,positive
91,91,,Must buy!,Good one,0,must buy good,positive
92,92,,Delightful,Long lasting and best durable smartphone.,0,delight long last best durabl smartph,positive
93,93,,Mind-blowing purchase,"I was switching from Android to iPhone for the 1st time in 12 years. Intially I didn't feel good about this phone, the new os and everything. Gradually i got adjusted to it. Now I'm loving it. This phone is a beast. Worth the money❤️.",0,mindblow purchas switch android iph st time year intial didnt feel good ph new os everyth gradual got adjust im love ph beast worth,negative
94,94,,Awesome,Good luck,0,awesom good luck,positive
95,95,,Very Good,Good product iPhone 14 plus,0,good good product iph plus,positive
96,96,,Brilliant,I am use Apple iPhone XR and iPhone 12 but this iPhone 14 plus very good battery life and big display,0,brilliant use appl iph xr iph iph plus good batteri life big display,positive
97,97,,Awesome,Camera quality is awesome just love to use that phone,0,awesom camera qualiti awesom love use ph,positive
98,98,,Great product,Must buy,0,great product must buy,positive
99,99,,Great product,Worth upgrading from iPhone 12 to iPhone 14 plus. Cheers to Flipkart and its associated seller  for one day delivery and got at best deal. Thanks,0,great product worth upgrad iph iph plus cheer flipkart associ seller day deliveri got best deal thank,positive
100,100,,Classy product,Super display and great camera,0,classi product super display great camera,positive
101,101,,Classy product,"Good product, All Good, with big battery backup and screen.",0,classi product good product good big batteri backup screen,positive
102,102,,Highly recommended,I am very happy to use iPhone 14plus it is good battery life is very good camera quality is very good thank you APPLE,0,high recommend happi use iph plus good batteri life good camera qualiti good thank appl,positive
103,103,,Mind-blowing purchase,Iphone 14 plus is best camera phone.,0,mindblow purchas iph plus best camera ph,positive
104,104,,Best in the market!,Camera quality is best 😍,0,best market camera qualiti best,positive
105,105,,Perfect product!,"Awesome DSLR like camera, big display, battery is not great but ok, last 1 day on normal usage, great smoothness, go for it best iPhone on the price range 👌",0,perfect product awesom dslr like camera big display batteri great ok last day normal usag great smooth go best iph price rang,positive
106,106,,Terrific purchase,Night and Day Photo Shoot on Iphone 14 Plus,0,terrif purchas night day photo shoot iph plus,negative
107,107,,Must buy!,iphone 14 plus is good product with big screen size so better display for video and game. performance is very good. charging is quick and battery backup also good no problem. camera is not upto the mark as iphone hyped,0,must buy iph plus good product big screen size better display video game perform good charg quick batteri backup also good problem camera upto mark iph hype,positive
108,108,,Highly recommended,Bigger than expectations....first time shifting from Android to iPhone..I will share my review after few months.,0,high recommend bigger expectationsfirst time shift android iphi share review month,positive
109,109,,Brilliant!,The phone is fantastic with big display and battery. I was using iphone 12 mini for 2 years and battery was draining fast. Hence switched to iPhone 14 plus and its worth every penny.,0,brilliant ph fantast big display batteri use iph mini year batteri drain fast henc switch iph plus worth everi penni,positive
110,110,,Excellent,"Awesome camera, best battery backup ever in iPhone history",0,excel awesom camera best batteri backup ever iph histori,positive
111,111,,Super!,"It is genuine product and first thing which I checked before opening sealed box was Apple online warranty with serial number on box. It could not identify serial number. Then after starting iPhone and setting for first time, then again checking Apple online warranty for it. It was exactly one year from the date you first time configure your phone, hence I was satisfied. So, no need to go to Apple reseller like UNICORN who charges more (without like Flipkart attractive offers) due to maintenan...",0,super genuin product first thing check open seal box appl onlin warranti serial number box could identifi serial number start iph set first time check appl onlin warranti exact year date first time configur ph henc satisfi need go appl resel like unicorn charg without like flipkart attract offer due maintenan,negative
112,112,,Mind-blowing purchase,"Very good phoneBig display,big battery life",0,mindblow purchas good phbig displaybig batteri life,positive
113,113,,Super!,"Good battery life,performance",0,super good batteri lifeperform,positive
114,114,,Great product,Upto the mark product.,0,great product upto mark product,positive
115,115,,Terrific purchase,"Camera is osm and my experience is mostly on battery based is excellent , overall iphone 14+ is a good for pastly android users on the other side the Cinemetic Mode of Camera is next level , for video rec best this phone …",0,terrif purchas camera osm experi most batteri base excel overal iph good past android user side cinemet mode camera next level video rec best ph,positive
116,116,,Terrific,"Stunning camera, top-notch performance. A photography powerhouse, delivering exceptional photos and videos. Highly recommended. 5/5 stars.",0,terrif stun camera topnotch perform photographi powerhous deliv except photo video high recommend star,negative
117,117,,Very Good,This product is awesome 😻 Totally satisfied,0,good product awesom total satisfi,positive
118,118,,Perfect product!,Excellent Design and Performance.Awesome Camera quality. Really Love it ❤❤❤,0,perfect product excel design performanceawesom camera qualiti realli love,positive
119,119,,Terrific,Good one . Camera is good in nighttime and daytime. Batter is good . Worth for money,0,terrif good camera good nighttim daytim batter good worth,positive
120,120,,Super!,Camera and Battery backup of this phone is too good🔥 overall it's a beast,0,super camera batteri backup ph good overal beast,positive
121,121,,Great product,Design - 9/10Camera - 10/10Battery - 8/10Performance - 10/10,0,great product design camera batteri perform,positive
122,122,,Brilliant,It’s just 🔥 Pros:- Bigger Screen Long Battery LifeStrong Performance Lightweight DesignCons:-Refresh Rate is lowSlow Charging Speed,0,brilliant pros bigger screen long batteri lifestrong perform lightweight designconsrefresh rate lowslow charg speed,positive
123,123,,Just wow!,"Amazing phone Great battery , big display Love it",0,wow amaz ph great batteri big display love,positive
124,124,,Pretty good,Best phone ever!!!!,0,pretti good best ph ever,positive
125,125,,Worth the money,Very nice phone,0,worth nice ph,positive
126,126,,Great product,Thanks to Flipkart for delivering me my Brand New Iphone 14 Plus earlier than expected. Received the phone in excellent condition. It is my dream phone and i am happy to the fullest as i got it before my birthday.,0,great product thank flipkart deliv brand new iph plus earlier expect receiv ph excel condit dream ph happi fullest got birthday,positive
127,127,,Good choice,Very good loved it,0,good choic good love,positive
128,128,,Wonderful,"Awesome,liked it, my first IOS device I am happy with it,no heating issues, battery is awesome overall performance is too good, and I received a genuine product.",0,wonder awesomelik first io devic happi itno heat issu batteri awesom overal perform good receiv genuin product,positive
129,129,,Best in the market!,The size and performance of this phone is amazing,0,best market size perform ph amaz,positive
130,130,,Worth every penny,Quality is superb sound too good you can go for it and please order case and cover when you buy just for safety,0,worth everi penni qualiti superb sound good go pleas order case cover buy safeti,positive
131,131,,Simply awesome,Finally EMI finished without any scratches on my phone 😁,0,simpli awesom final emi finish without scratch ph,negative
132,132,,Brilliant,Best performance,0,brilliant best perform,positive
133,133,,Must buy!,Awesome performance thanks to Flipkart Battery Backup is Awesome 5starSounds system is Awesome 5starCamera performance is Awesome 5starOperating system is Awesome 5starValue for money go for it,0,must buy awesom perform thank flipkart batteri backup awesom starsound system awesom starcamera perform awesom staroper system awesom starvalu go,positive
134,134,,Simply awesome,"I love iPhone iPhone 14plus is a great phoneBattery is good,camera is good,display is good and performance very good",0,simpli awesom love iph iph plus great phbatteri goodcamera gooddisplay good perform good,positive
135,135,,Awesome,Good,0,awesom good,positive
136,136,,Brilliant,Highly recommend. Battery performance ++,0,brilliant high recommend batteri perform,positive
137,137,,Terrific purchase,Great experience with mobile love the camera,0,terrif purchas great experi mobil love camera,positive
138,138,,Terrific,Good phone,0,terrif good ph,positive
139,139,,Brilliant,Legends Prefer Iphone 14 plus....End of Discussion 🥱,0,brilliant legend prefer iph plusend discuss,positive
140,140,,Classy product,Mind blowing purchase,0,classi product mind blow purchas,negative
141,141,,Great product,"Amazing, received today, seems to be great, Thank you Flipkart ❤️",0,great product amaz receiv today seem great thank flipkart,positive
142,142,,Great product,"Loving iPhone 14 plus, camera quality is too good especially in low light, video quality is superb and battery life is excellent. Really enjoying this phone. Shifted from Motorola edge 20 fusion to iPhone 14 plus.",0,great product love iph plus camera qualiti good especi low light video qualiti superb batteri life excel realli enjoy ph shift motorola edg fusion iph plus,positive
143,143,,Great product,I want to speak one ward :osm,0,great product want speak ward osm,positive
144,144,,Classy product,I truly loved it. Especially the camera how it captures the depth of objects. Worth buying it,0,classi product truli love especi camera captur depth object worth buy,positive
145,145,,Perfect product!,This product is awesome means no words to describe this product....I love it....i first time shifted to iPhone and I love iPhone 14...❤️,0,perfect product product awesom mean word describ producti love iti first time shift iph love iph,positive
146,146,,Brilliant,Good,0,brilliant good,positive
147,147,,Perfect product!,"The smoothness , camera , speakers and battery life are impeccable.If you have not used a 120hz iphone beforeTrust me you would not miss it , it is pretty smooth.",0,perfect product smooth camera speaker batteri life impeccableif use hz iph beforetrust would miss pretti smooth,positive
148,148,,Terrific,Genuine and original product was delivered and the phone is just awesome👍😊,0,terrif genuin origin product deliv ph awesom,negative
149,149,,Just wow!,I bought this phone to gift it to my wife. she was very happy☺️☺️. Camera 📷 quality is superb🥰🥰,0,wow bought ph gift wife happi camera qualiti superb,positive
150,150,,Perfect product!,Thankuuuuu flipcart 🥰,0,perfect product thankuuuuu flipcart,positive
151,151,,Wonderful,Good  product,0,wonder good product,positive
152,152,,Just wow!,Wonderful experience with this phone. If you want bigger display go for this without hesitation.,0,wow wonder experi ph want bigger display go without hesit,negative
153,153,,Good choice,Nice,0,good choic nice,positive
154,154,,Good quality product,Build quality is nice feels premium but in hand without the case is not so comfortable because of sharp edges still it is negligible as 99% of us gonna use case.Battery is huge never experienced like this level of lasting in a smart phone.i know what I'm buying but still if i should write the cons here that would be the camera zoom and the 60hz display. Overall a value for buck product.,0,good qualiti product build qualiti nice feel premium hand without case comfort sharp edg still neglig us gon na use casebatteri huge never experienc like level last smart phi know im buy still write con would camera zoom hz display overal valu buck product,positive
155,155,,Wonderful,"The iPhone 14 Plus offers an amazing battery life and a big display experience for under 65k, which by Apple standards is an excellent proposition. If you are looking to try out the iOS experience and get good performance, this one is a much better option. You do miss out on a newer chip, a high refresh rate display, and better cameras, but you do get your money's worth in experience and software support.",0,wonder iph plus offer amaz batteri life big display experi k appl standard excel proposit look tri io experi get good perform much better option miss newer chip high refresh rate display better camera get mys worth experi softwar support,positive
156,156,,Delightful,"Battery life and cameras are excellent. Happy with the large screen, however I wish it could have come with a high refresh rate. Overall a good experience with this iPhone...since I just wanted a big screen and didn't want to spend so much more on the pro max model.",0,delight batteri life camera excel happi larg screen howev wish could come high refresh rate overal good experi iphsinc want big screen didnt want spend much pro max model,positive
157,157,,Nice product,Camera quality to be improve however overall phone is good,0,nice product camera qualiti improv howev overal ph good,positive
158,158,,Worth every penny,Very good camera and battery backup,0,worth everi penni good camera batteri backup,positive
159,159,,Wonderful,Really am happy with product and to gud and Flipkart service with this order that provide to me a genuine product. Love to once ❣️❣️❣️💕❤️,0,wonder realli happi product gud flipkart servic order provid genuin product love,positive
160,160,,Classy product,Excellent product,0,classi product excel product,negative
161,161,,Worth every penny,"I was using android before but this seems to me the best in battery backup . Not a gamer so this suits me the best and it takes around 1hr 30 mins to get fully charged. A good smartphone if you couldnt afford a pro max then go for it for a big screen , nice camera and battery backup . Go for 256 gb if possible since app size is high",0,worth everi penni use android seem best batteri backup gamer suit best take around hr min get fulli charg good smartph couldnt afford pro max go big screen nice camera batteri backup go gb possibl sinc app size high,positive
162,162,,Pretty good,Looks premium. Light weighted.But camera performance is below expectation. Audio quality is amazing. Please provide plastic  bubble packaging for mobile for safety reasons.,0,pretti good look premium light weightedbut camera perform expect audio qualiti amaz pleas provid plastic bubbl packag mobil safeti reason,positive
