,Rating,Review Title,Review Body
35,5,Worth every penny,Really awesome tv best quality very good sound... Just go for it guys bcz its very bettet than mi TV.  Very low prize best quality tv great and tqq flipkart
36,5,Wonderful,Excellent
37,4,Wonderful,"Sound quality not good , picture quality good ,  as this price very very good."
38,5,Terrific,Good tv in this price. sound quality is also good 👍👍
39,5,Just wow!,"Very nice samsung LED TV , good quality 💖. Best sound quality.❤️Quick mobile support  and  good quality 😍Samsung sarvice is very good 😊. My choice five of one Always Samsung 😊💖❤️"
40,5,Excellent,Very good product also great service from Samsung. I am writing this after 15 days usage. It's a quality product and mirror playing and other connectivity is scoring good number.
41,5,Mind-blowing purchase,Awsm... value for money...good product....fast delivery...and services are fantastic.... thanks flipkart...❤️🤘
42,5,Fabulous!,"After watching 3-4 days on this led tv.. I found it good worth of money.. Picture quality is awesome and clear.. Sound is good and not need to connect any other speaker because the output of the TV speakers is enough to enjoy a loud sound experience. Connectivity options are good and quick.. Overall I will recommended it to buy  over Mi, realme and other similar brands.."
43,5,Excellent,🥰🥰happy
44,5,Best in the market!,Very good TVSound and picture quality is bestConnectivity is goodGood service of flipkart
45,5,Perfect product!,It is very nice 😘😘and good colitis 🎆🎇🎆🎉🎊📺📺📺
46,4,Good quality product,"Awesome smart tv at this price sound quality and picture is super, connectivity also excellent it have all the smart tv apps just go for it, Best smart tv at this value.And filpkart packing is very good , thank you filpkart for your services."
47,4,Very Good,"This is an initial impression. { just 2 days}Delivered before date, and installation done within 3 hrs which is very impressive.Pros1. Value for money2. Useful apps are pre-loaded3. Connectivity is good4. Picture quality is goodCons1. Table stand / walk mount not included in the box. But you have an option to select at the time of installation. Ideally we should get both, but you will get either. { DO NOT PAY ANYTHING FOR TABLE STAND OR WALL MOUNT, ITS FREE FROM SAMSUNG}2. Sound is..."
48,4,Wonderful,Good
49,4,Good choice,Most amazing tv at amazing price. Right from placing the order to getting installation done everything was smooth. I would like to recommend this tv to everyone.
50,5,Classy product,Nice TV at this price rang
51,4,Value-for-money,Good
52,5,Simply awesome,All should buy this amazing product thanku flipkart 🥰🥰🏆
53,4,Worth the money,Go through It !
54,5,Mind-blowing purchase,Connecting with pc is best ...... Netflix working very better and sound quality is also best .Hd support is very best .....1080 p with youtube is awesomeInstallation done in 2 days
55,5,Perfect product!,Nice product
56,4,Wonderful,"Samsung 32 inch smart tv is a good one to buy. Picture quality is very nice. When you are running via internet, bandwidth is the main priority. High bandwidth you can watch best picture. But i am dissatisfied with the sound. Although it has 20watt rms speakers, but sound is average. Bluetooth is unavailable in this model. I think in low budget its the best tv to buy."
57,5,Awesome,Just outstanding performance.... Thanks flipkart. This product is very chif and just wow
58,5,Highly recommended,Nice LED Smart For Best
59,5,Perfect product!,"Very good Tv, Nice picture quality but sound quality not good but overall good....Thank you Flipkart for fast delivery and installation, I'm satisfied for this 🙏👍"
60,5,Wonderful,Samsung HD led TV nice
61,5,Highly recommended,"Wow!!! I am very surprised about it. It is very awesome and nice picture quality and like of Full HD but it is HD. It is Ultra HD + HDR, Deep Colour (True beautiful Colour) I am extremely happy and mind blowing. Thank Flipkart Service. I already giving rating of 5/5 🔥.Picture/Sound/Connect or all are rating of 5/5 🔥🔥🔥"
62,5,Wonderful,Awesome product by samsung.But installation process is slow this time.
63,5,Worth every penny,"No laging, Sound quality is better than  others (in 20 w group),picture quality is good but not satisfied ,Value for money,in this price range this tv is better than other  Chinese brand like MI,realme ,one plus and  extras....!I give 4.2 stars."
64,5,Great product,"Amazing product,i,am happy ????"
65,5,Terrific,Good
66,5,Great product,Super
67,4,Good quality product,Very nice product 😊👍Fastest delivery 🚚Installation and demo done by very next day 👍👍
68,5,Simply awesome,"Bazel less slim ,samsung is master of good disply  picture quality is really excellent, connectivity is also good .Really satisfied with the purchase also quick delivery by flipkart delivery partner."
69,5,Terrific,Fabulous product 😘😘There is some delay  on product delivery...Overall the product is good and product quality is also good product delivery in good condition ...Fully satisfied with this product...Value of money....Thanks to flipkart😘✌️
70,4,Pretty good,It is good product in reasonable price.
71,4,Good quality product,Sound quality is good. Display is super. They always maintain the quality. Value for money. As speaker given in bottom it is suitable for wall mounting only
72,4,Delightful,Nice tv
73,5,Terrific,Amazing picture quality and superb connectivity.. sound good as well.. one flause I found is it does not have bluetooth.. sadly? overall good value for money...
74,5,Best in the market!,Picture quality so good...must buy...just go for it 🤗
75,5,Classy product,Verry good smart TV with this range.installation person come on given time but tv delivery is 3 days late on given time.overall tv is very good
76,5,Fabulous!,Nyc product
77,5,Worth every penny,Good pictures quality and good 👍sound quality...
78,4,Wonderful,Nice 👍
79,5,Highly recommended,Good 👍
80,5,Simply awesome,Very very good product good picture Colette
81,5,Wonderful,"Picture quality awesome, sound quality very good. Don't purchase other brand. Samsung is best choice."
82,5,Excellent,Nice and awesome thank Flipkart for such a great deal thank u Samsung
83,5,Classy product,Awesome product from samsung and negative is  less no of ports
84,4,Pretty good,Worth
85,4,Delightful,Looking nice. Writing this review after 3 days of buying. I have not connected wireless keyboard and mouse yet.
86,5,Simply awesome,Nice experience....value for money!!
87,5,Wonderful,Fully Satisfied this Tv
88,5,Perfect product!,Super design
89,5,Awesome,Great Quality And Superfast Installation Service from Samsung
