,Rating,Review Title,Review Body
56,5,Just wow!,"Best mobile,best camera"
57,5,Wonderful,My phone got stolen 22 days after i purchased it. It was devastating for me. I got broke seriously.. Idk why i am writing this review it was just perfect. And i miss my iphoneee soo much. It was my first iPhone after using android for so many years. My payment didn't even completed yet i have to pay to the credit card company and my phone is not with me. I wish No one ever face this situation in their life. I just want to say. Stay happy with what u have.. ❤️
58,5,Must buy!,"The iPhone 14 Plus is without a doubt the most amazing phone I've ever had the pleasure of using. From the moment I first held it in my hand, I could tell that it was a truly special device. The build quality is exceptional, with a solid feel that leaves no doubt in your mind that you're holding a premium product.One of the first things that struck me about the iPhone 14 Plus was the screen. It's absolutely gorgeous, with bright colors and stunning detail that make everything from movies to..."
59,5,Fabulous!,I recommend totaly good product from this price it is a better product from another comprision that price range .my dream to bought this product from few years thanks Flipkart
60,5,Classy product,The best
61,4,Wonderful,Just okay
62,5,Mind-blowing purchase,"This is an absolute stunner from apple. Most hyped and controversial phone of 14 series. I am amazed with the battery life of this phone coz i heard iPhone have battery drain issues but this one gives me back of more than 2 days. With last 20% it stayed alive entire day. Refresh rate may be 60 hz but higher the refresh rate more the power consumption, this is why it beat 14 pro series in battery backup. More feature in camera video and photo than 13. Its truely amazing iphone 13.5 or 14 whate..."
63,5,Terrific,"A worth it iphone , some clicked by this"
64,5,Worth every penny,Switched from Android to iPhone 1st time.Its really worth it....Excellent product
65,5,Terrific purchase,"The phone is a beast in performance and camera is also quite good. Nothing beats it in terms of battery life. Charge it once and you have to go nuts to kill the battery in one day. Display is great. Was thinking of going for iphone 13 but the bigger screen,better battery, cinematic mode, and action mode on video just edged it.Also with the price cut this becomes all the more killer option than similar priced Android devices"
66,5,Just wow!,Gud
67,5,Brilliant,"Wonderful phone, first time switching from android to iPhone, so far so good, a worth deal with exchange of 2.5 years used Oppo f15 and handy discount with HDFC credit card."
68,5,Excellent,Very good product.
69,5,Great product,🔸Powerful Processor🔸Light weight🔸Big Screen🔸Great Battery🔸Beautiful Design🔸Awesome Camera
70,5,Classy product,Awesome camera and design. But performance is not so good. heats up faster while gaming. 12-15 hrs backup if you use the whole day without playing games..but for gaming 3-4 hours. Overall it is good. Just a single problem of heating.
71,5,Perfect product!,iPhone 14 plus super phone 👌👌👌👌
72,4,Worth the money,Super I love iphone....😁😁😁
73,5,Great product,"The Iphone 14 plus is the best deal for the money!, it has the best battery backup in iphone lineup (used for 40 days now) and has one of the best camera setup! But if you're someone who wants optical zoom or distance photography please remember that it has only 5x zoom and it has a huge display and if you really like a bigger display the go for 14plus it may take some days for one to get handy with this phone. Overall its a perfect phone the only issue i face is the heating of mobile while c..."
74,5,Mind-blowing purchase,I am so happy 😀
75,5,Worth every penny,The camera is awesome.. battery life could have much better
76,5,Terrific,I was using Google pixel before this device and i can tell you if this is as good camera as pixel in day light but its much better in ambient lightBigger screen gives you rich screen experienceSeamless transition among appsSo if i am able to feel better experience
77,5,Simply awesome,"Shifted from Android to Ios for the first time. Below are some observations of 2 months:1. Immediately noticed buttery smooth experience. Everything is very quick on ios. App opening, app loading, changing any settings etc. 2. Camera performance is excellent. Liked the portrait mode very much.3. Battery perfomance is excellent as well. I am getting 7-8 hrs of SOT even not charging fully. Usually I unplugs around 80%4. The shortcuts app. We can create various shortcuts for automating tasks..."
78,5,Highly recommended,Great product with large display long lasting battery 🔋 excellent camera 🤳
79,5,Wonderful,If you want better battery life and bigger display then you can go for it blindly.My overall experience Photography- 4.0Videography - 5.0Battery- 5.0Performance- 4.5Display- 4.5
80,5,Highly recommended,Impressive battery 🔋 👀👀
81,5,Best in the market!,Awesome 👍👍👍 and beautiful 😍😍😍 and very nice 👍👍👍
82,4,Good choice,1.Back camera 4.5/52.Front camera 4/53.Display 5/54.Battery 4.5/55.Performance 4/5This is my review after using 10 working days.This is my first iPhone and it is totally different from android phones genuine specifications and features unlike android phones it is very good device.If you want bigger battery for running games and live streaming go for it . Same battery capacity in iPhone 14plus and iPhone 14pro max.
83,4,Really Nice,Overall a great buy.. camera is nice..
84,5,Just wow!,"Camera quality is very nice. Overall iPhone 14plus is latest version 11,12,13 so very good performance. Display size is very big otherwise 11,12,13and 14. My opinion is latest version 14 plus is awesome and very smart."
85,5,Just wow!,Battery... performance..awesome 😎Camera...is much better than iPhone 14💫Amazing purchase from Flipkart.✨iPhone 14 plus excellent and genuine product.Overall itself..❣️ RC
86,5,Excellent,Awesome camera
87,5,Classy product,Nice
88,5,Perfect product!,"Loved this phone , no issues so far (posting review after 3 months of usage )"
89,5,Terrific purchase,Amazing phone with lightning fast delivery by Flipkart 🤘
90,5,Mind-blowing purchase,Awesome product
91,5,Must buy!,Good one
92,4,Delightful,Long lasting and best durable smartphone.
93,5,Mind-blowing purchase,"I was switching from Android to iPhone for the 1st time in 12 years. Intially I didn't feel good about this phone, the new os and everything. Gradually i got adjusted to it. Now I'm loving it. This phone is a beast. Worth the money❤️."
94,5,Awesome,Good luck
95,4,Very Good,Good product iPhone 14 plus
96,5,Brilliant,I am use Apple iPhone XR and iPhone 12 but this iPhone 14 plus very good battery life and big display
97,5,Awesome,Camera quality is awesome just love to use that phone
98,5,Great product,Must buy
99,5,Great product,Worth upgrading from iPhone 12 to iPhone 14 plus. Cheers to Flipkart and its associated seller  for one day delivery and got at best deal. Thanks
100,5,Classy product,Super display and great camera
101,5,Classy product,"Good product, All Good, with big battery backup and screen."
102,5,Highly recommended,I am very happy to use iPhone 14plus it is good battery life is very good camera quality is very good thank you APPLE
103,5,Mind-blowing purchase,Iphone 14 plus is best camera phone.
104,5,Best in the market!,Camera quality is best 😍
105,5,Perfect product!,"Awesome DSLR like camera, big display, battery is not great but ok, last 1 day on normal usage, great smoothness, go for it best iPhone on the price range 👌"
106,5,Terrific purchase,Night and Day Photo Shoot on Iphone 14 Plus
107,5,Must buy!,iphone 14 plus is good product with big screen size so better display for video and game. performance is very good. charging is quick and battery backup also good no problem. camera is not upto the mark as iphone hyped
108,5,Highly recommended,Bigger than expectations....first time shifting from Android to iPhone..I will share my review after few months.
109,5,Brilliant!,The phone is fantastic with big display and battery. I was using iphone 12 mini for 2 years and battery was draining fast. Hence switched to iPhone 14 plus and its worth every penny.
110,5,Excellent,"Awesome camera, best battery backup ever in iPhone history"
111,5,Super!,"It is genuine product and first thing which I checked before opening sealed box was Apple online warranty with serial number on box. It could not identify serial number. Then after starting iPhone and setting for first time, then again checking Apple online warranty for it. It was exactly one year from the date you first time configure your phone, hence I was satisfied. So, no need to go to Apple reseller like UNICORN who charges more (without like Flipkart attractive offers) due to maintenan..."
112,5,Mind-blowing purchase,"Very good phoneBig display,big battery life"
113,5,Super!,"Good battery life,performance"
114,5,Great product,Upto the mark product.
115,5,Terrific purchase,"Camera is osm and my experience is mostly on battery based is excellent , overall iphone 14+ is a good for pastly android users on the other side the Cinemetic Mode of Camera is next level , for video rec best this phone …"
116,4,Terrific,"Stunning camera, top-notch performance. A photography powerhouse, delivering exceptional photos and videos. Highly recommended. 5/5 stars."
117,4,Very Good,This product is awesome 😻 Totally satisfied
118,5,Perfect product!,Excellent Design and Performance.Awesome Camera quality. Really Love it ❤❤❤
119,5,Terrific,Good one . Camera is good in nighttime and daytime. Batter is good . Worth for money
120,5,Super!,Camera and Battery backup of this phone is too good🔥 overall it's a beast
121,5,Great product,Design - 9/10Camera - 10/10Battery - 8/10Performance - 10/10
122,5,Brilliant,It’s just 🔥 Pros:- Bigger Screen Long Battery LifeStrong Performance Lightweight DesignCons:-Refresh Rate is lowSlow Charging Speed
123,5,Just wow!,"Amazing phone Great battery , big display Love it"
124,4,Pretty good,Best phone ever!!!!
125,4,Worth the money,Very nice phone
126,5,Great product,Thanks to Flipkart for delivering me my Brand New Iphone 14 Plus earlier than expected. Received the phone in excellent condition. It is my dream phone and i am happy to the fullest as i got it before my birthday.
127,4,Good choice,Very good loved it
128,5,Wonderful,"Awesome,liked it, my first IOS device I am happy with it,no heating issues, battery is awesome overall performance is too good, and I received a genuine product."
129,5,Best in the market!,The size and performance of this phone is amazing
130,5,Worth every penny,Quality is superb sound too good you can go for it and please order case and cover when you buy just for safety
131,5,Simply awesome,Finally EMI finished without any scratches on my phone 😁
132,5,Brilliant,Best performance
133,5,Must buy!,Awesome performance thanks to Flipkart Battery Backup is Awesome 5starSounds system is Awesome 5starCamera performance is Awesome 5starOperating system is Awesome 5starValue for money go for it
134,5,Simply awesome,"I love iPhone iPhone 14plus is a great phoneBattery is good,camera is good,display is good and performance very good"
135,5,Awesome,Good
136,5,Brilliant,Highly recommend. Battery performance ++
137,5,Terrific purchase,Great experience with mobile love the camera
138,5,Terrific,Good phone
139,5,Brilliant,Legends Prefer Iphone 14 plus....End of Discussion 🥱
140,5,Classy product,Mind blowing purchase
141,5,Great product,"Amazing, received today, seems to be great, Thank you Flipkart ❤️"
142,5,Great product,"Loving iPhone 14 plus, camera quality is too good especially in low light, video quality is superb and battery life is excellent. Really enjoying this phone. Shifted from Motorola edge 20 fusion to iPhone 14 plus."
143,5,Great product,I want to speak one ward :osm
144,5,Classy product,I truly loved it. Especially the camera how it captures the depth of objects. Worth buying it
145,5,Perfect product!,This product is awesome means no words to describe this product....I love it....i first time shifted to iPhone and I love iPhone 14...❤️
146,5,Brilliant,Good
147,5,Perfect product!,"The smoothness , camera , speakers and battery life are impeccable.If you have not used a 120hz iphone beforeTrust me you would not miss it , it is pretty smooth."
148,5,Terrific,Genuine and original product was delivered and the phone is just awesome👍😊
149,5,Just wow!,I bought this phone to gift it to my wife. she was very happy☺️☺️. Camera 📷 quality is superb🥰🥰
150,5,Perfect product!,Thankuuuuu flipcart 🥰
151,5,Wonderful,Good  product
152,5,Just wow!,Wonderful experience with this phone. If you want bigger display go for this without hesitation.
153,4,Good choice,Nice
154,4,Good quality product,Build quality is nice feels premium but in hand without the case is not so comfortable because of sharp edges still it is negligible as 99% of us gonna use case.Battery is huge never experienced like this level of lasting in a smart phone.i know what I'm buying but still if i should write the cons here that would be the camera zoom and the 60hz display. Overall a value for buck product.
155,4,Wonderful,"The iPhone 14 Plus offers an amazing battery life and a big display experience for under 65k, which by Apple standards is an excellent proposition. If you are looking to try out the iOS experience and get good performance, this one is a much better option. You do miss out on a newer chip, a high refresh rate display, and better cameras, but you do get your money's worth in experience and software support."
156,4,Delightful,"Battery life and cameras are excellent. Happy with the large screen, however I wish it could have come with a high refresh rate. Overall a good experience with this iPhone...since I just wanted a big screen and didn't want to spend so much more on the pro max model."
157,4,Nice product,Camera quality to be improve however overall phone is good
158,5,Worth every penny,Very good camera and battery backup
159,5,Wonderful,Really am happy with product and to gud and Flipkart service with this order that provide to me a genuine product. Love to once ❣️❣️❣️💕❤️
160,5,Classy product,Excellent product
161,5,Worth every penny,"I was using android before but this seems to me the best in battery backup . Not a gamer so this suits me the best and it takes around 1hr 30 mins to get fully charged. A good smartphone if you couldnt afford a pro max then go for it for a big screen , nice camera and battery backup . Go for 256 gb if possible since app size is high"
162,4,Pretty good,Looks premium. Light weighted.But camera performance is below expectation. Audio quality is amazing. Please provide plastic  bubble packaging for mobile for safety reasons.
163,4,Good choice,Mobile mattum than nalla eruku.....ana unga free spotify premium work agala daaaaaaaa........edhuku da emathureengaaaa........entha polappukkuuuuuuu.....................................................Unga free edhume work agaladaElleiii Flipkart en vayiru eriuthuleeeeeee.....................
164,3,Does the job,People are very crazy about apple products especially iPhones. Have shifted from android to iPhone. There are so many things to improve in iPhone to make much more efficient and positive experience in terms of functionality.
165,5,Perfect product!,Awesome in all ways!
166,5,Super!,"I am using the phone from one month. Migrating from Android to iphone for the first time. Initially had fear of battery backup hearing from others.I am a normal user not a gamer.But, i am now really happy to say that ,  this is the best phone with awesome battery experience till now.  I am charging phone once in two days. Images are crystal clear and we can edit video and image using default app. Very nice product especially iphone14 plus. Anyone can go ahead. 🙏🙏"
167,5,Fabulous!,This phone is very very good
168,4,Nice product,"The product is really worth to buy it. I personally recommend to buy this Iphone cause it has beautiful design and good build quality. Also having a good battery life. Camera quality is also good but you have constraints of 5* times zooming and 0.5* times wide cinematic videos are also high quality. Phone has lagging issue, it has heating issues also but these things are common in every device"
169,3,Good,Nice camera 📸
170,5,Terrific,Wonderful but screen size is bit bigger
171,5,Best in the market!,Absolute beast of a phone. Display 10/10Processor and performance 10/10Camera 8/10Value 8/10Gaming 10/10I got it at a huge discount so I am very happy with this phone. It's a great phone for android users who are used to bigger screens. I get 2-3 days battery life with this phone with moderate use and some gaming which is not available even on android. Its lightweight and processor is more power efficient than 14 pro and 14 pro max. White colour looks stunning. Camera overall i...
172,5,Excellent,Awesome phone with big display and battery.really surprised by the battery performance of this phone.smooth and flawless display.its not 90 Hz display but it's apple boss 60 Hz is enough.
173,5,Terrific purchase pro max size without spending like pro,"upgrade from iphone XR to iphone 14 plus , best upgrade ever"
174,5,Just wow!,"I bought this product in Flipkart, you guys can go for it..1. Received original product ( please cross check with apple coverage )2. Perfectly working 3. Open box delivery"
175,5,Simply awesome,"Just Awesome, Go for it."
176,5,Excellent,"Superb, Amazing 👌👌"
177,5,Highly recommended,Camera and battery quality is best ✌️✌️✌️
178,5,Terrific,Very nice product ❤️❤️❤️ privacy and camera so nice ....I like this
179,5,Brilliant,Camera Really awesome I will suggest if your amount 50k plusYou should take iPhone 🤗
